Date,Time,Tweet,Symptom,Link
14/11/2020,19:29,"COVID-19 ""Long-Hauler"" speaks out about ongoing symptoms https://t.co/7xL8eKVCSX #LongCovid 136/?","ongoing,speaks,long-hauler",https://t.co/7xL8eKVCSX
14/11/2020,19:29,What We Know About â€˜Long COVIDâ€™ https://t.co/KDc7TFugri #LongCovid 135/?,"'long,covid",https://t.co/KDc7TFugri
14/11/2020,19:28,"Are there any SW'ers or SW Students out there studying the mental health ramifications of #COVID19  and #LongCovid  ? If so, please feel free to connect with w/me here. I could use some resources. Thanks.","studying,sw'ers,health,ramifications,thanks,resources,students,mental,w/me,connect,free",
14/11/2020,19:28,RT @LinnJarte: Thank you @amyismall for bravely being so open about your experience with #LongCovid. @vaughangething @fmwales please watchâ€¦,"bravely,watch,...",
14/11/2020,19:27,RT @Jacqueline8197: @MattHancock @CMO_England @BorisJohnson Its *almost* as if you don't care about the spreading of coronavirus in schoolsâ€¦,"spreading,schools,...,coronavirus",
14/11/2020,19:27,RT @liza_arbeiter: Itâ€™s also been exactly 8 months for us. Finally noticing major improvements. Itâ€™s devastating to see how many people areâ€¦,"major,months,improvements,people,noticing,exactly,finally",
14/11/2020,19:18,"Wow, Iâ€™ve seen x-rays of lungs of Covid patients which is an eye-opener, but this is even more revealing. And we must remember it can take months for many to recover and some damage may be permanent. #LongCovid #longhaulers https://t.co/9AfMwqMjWE","recover,months,patients,covid,lungs,x-rays,revealing",https://t.co/9AfMwqMjWE
14/11/2020,19:16,"RT @fredwalton216: Good thread to consider today.
Last tweet in thread for emphasis :
â€œIf we don't take action soon the virus will decide fâ€¦","thread,emphasis,action,tweet,consider",
14/11/2020,19:14,"@whippinbowtie @Koh_cheh_vahr @riotwomennn @renee_kilian @mtgreenee OANN LOL.
My 65 year old MIL died of Covid. She had high blood pressure but was otherwise healthy. They couldn't even give her Last Rites. She died alone.
My 40 year old husband was in the hospital over a week. He now has limited lung function and his teeth are loose.
#LongCovid","mil,lung,function,limited,pressure,rites,blood",
14/11/2020,19:13,@AHNtoday or is it only the patients who ask for forms to be filled out regarding #longcovid and #covid19 #aca #ada #disability ?,"regarding,patients",
14/11/2020,19:12,"RT @Drizzt50776539: â€œ(And if youâ€™re curious, as of Monday, youâ€™d have a 78% chance of encountering someone with an active coronavirus infecâ€¦","active,infec,'re,...,encountering,curious,coronavirus",
14/11/2020,19:08,Journeyman Pictures: What is Long Covid? https://t.co/0ooTUE2iNs #LongCovid 134/?,"long,covid",https://t.co/0ooTUE2iNs
14/11/2020,19:05,"RT @MTackCVS: Excellent op-ed on #MECFS and #LongCovid by @Plutonian_sword 
About what it means for a virus to leave you alive but not reaâ€¦",,
14/11/2020,19:03,"RT @kgo81: #COVID19 ""Long-Hauler"" speaks out about ongoing symptoms | Community | https://t.co/0MLT0QwCcj
[#LongCovid #LongHauler #LongHauâ€¦",ongoing,https://t.co/0MLT0QwCcj
14/11/2020,19:01,"RT @ahandvanish: If you're a #LongCovid BIPOC patient, please take our survey. 
We commit to:
1. Specifically analyze the symptoms, care &amp;â€¦","commit,patient,...,care,survey",
14/11/2020,19:00,"Good thread to consider today.
Last tweet in thread for emphasis :
â€œIf we don't take action soon the virus will decide for us. An eventual 30% of the US infected would correspond to ~450k deaths (at an IFR of 0.45%) and many more cases of #longcovid. â€œ 14/14 https://t.co/kyV5fzIIdl","thread,emphasis,action,tweet,consider,~450k,deaths",https://t.co/kyV5fzIIdl
14/11/2020,18:55,"Excellent op-ed on #MECFS and #LongCovid by @Plutonian_sword 
About what it means for a virus to leave you alive but not really living...
https://t.co/bwTSIIMY0p",,https://t.co/bwTSIIMY0p
14/11/2020,18:48,"RT @MEFoggyDog: #Blog
#GET vs 'Increased Activity'
https://t.co/80YvSraIYC
#pwme #mecfs #LongCovid",,https://t.co/80YvSraIYC
14/11/2020,18:39,"This means, using the lower end estimates for Long Covid prevalence (10%), ~1 million more Americans will have #LongCovid  ðŸ˜¨ https://t.co/h7a4OgJhiw","estimates,prevalence,end,covid",https://t.co/h7a4OgJhiw
14/11/2020,18:33,"I'm certain this ubiquitous attitude is a result of a population unaware of the moderate potential to suffer through #LongCOVID in which they are technically still alive, but sipping tea with the Grim Reaper as a guest, one whom doesn't know he has worn out his welcome. https://t.co/oqgFtPWRsb","ubiquitous,result,guest,attitude,potential,reaper,population,moderate,grim,sipping,suffer,tea",https://t.co/oqgFtPWRsb
14/11/2020,18:17,"@lisahagan101 The country was never shut down. It should have been. Yes, I support any and all efforts led by scientists to get this under control. I donâ€™t want people to suffer with #LongCovid as I have for the past 9 months b","control,n't,yes,months,support,shut,past,efforts",
14/11/2020,18:15,Not much sign of antibodies in this #LongCovid sample..... https://t.co/VIbTmsC2gI,sign,https://t.co/VIbTmsC2gI
14/11/2020,18:09,"@TudeAddy @molmccann False.  That death rate is for the youngest who are also subject to many more decades of #longcovid organ damage, an effect we can't estimate death rates for yet. 
Morbidity average 0.66% first year but up to 8% for eldest... 
https://t.co/29M3qMyweg
Thus at least 3x your claim.","average,estimate,morbidity,death,effect,rates,damage",https://t.co/29M3qMyweg
14/11/2020,18:08,"RT @lovemoz1wtp: #BidenHarrisVictoryDay (as opposed to M*GA March) 
âš—ï¸Let #science prevail againðŸ§¬ #TWiV #virus #coronavirus #longhaulers #â€¦","let,prevail",
14/11/2020,18:07,"@trvrb hold up, where are you getting ""many more cases of #longcovid""? Data from the COVID Symptom study says ~0.5% of people tracked in their app have symptoms persist past 90 days. Which has to be an overestimate of the overall population.","covid,people,population,~0.5,overall,data,study,cases",
14/11/2020,18:07,"#BidenHarrisVictoryDay (as opposed to M*GA March) 
âš—ï¸Let #science prevail againðŸ§¬ #TWiV #virus #coronavirus #longhaulers #LongCovid #LongCovidKids #WearAMask #CoronavirusPandemic #MaskUp #MasksSaveLives #SARSCoV2 #SARS_CoV_2 https://t.co/8Z2Nja289L","let,prevail",https://t.co/8Z2Nja289L
14/11/2020,18:05,"Stressed in the Age of #COVID19. Thought I had a handle on this, but right back to where we began this pandemic! @PsychToday https://t.co/jIg05GXJU4
#pandemic #stress #masks #PhysicalDistancing #HandWashing #BrainInjury #concussion #onpoli #LongCovid #PWD",handle,https://t.co/jIg05GXJU4
14/11/2020,18:03,"@NIHDirector @BrighamWomens Hey Francis, here's a suggestion: Address #MECFS. Share updates. Show that you care. Do something. Anything.
W/#LongCovid, the time is now. This is your chance to answer the call. This is your moment to act. Give us hope.
Your silence is as clear as your indifference @NIH https://t.co/ugg1dsyGyx","updates,address,francis,share,suggestion",
14/11/2020,18:02,(Iâ€™ve had it nearly 12years) #Mecfs #cfsme #pwme #meawarenesshour #millionsmissing #myalgicencephalopathy #malgicencephalomyelitis #chronicillness #longcovid,,
14/11/2020,18:02,"RT @adamhamdy: @apsmunro @dgurdasani1 @DrZoeHyde @MadgiePodge @LucyGoBag What are your thoughts on #LongCovid in children @apsmunro?
Any idâ€¦","children,thoughts",
14/11/2020,17:56,"@apsmunro @dgurdasani1 @DrZoeHyde @MadgiePodge @LucyGoBag What are your thoughts on #LongCovid in children @apsmunro?
Any idea of prevalence?
What is Long Covid? Presence of autoantibodies suggests immune dysfunction? But Nussenzweig Lab findings suggest it could be viral persistence? Inflammatory response? 
https://t.co/fSTGF3lkmD","long,presence,findings,covid,inflammatory,nussenzweig,response,immune,children,lab,autoantibodies,thoughts,persistence,dysfunction",https://t.co/fSTGF3lkmD
14/11/2020,17:51,"Retweeting this from yesterday - the number of co-sponsors for #HR7057 is growing!
#MEcfs #PwME #LongCovid https://t.co/DUeaF81f0I","number,co-sponsors",https://t.co/DUeaF81f0I
14/11/2020,17:50,"""When you have such a high false negative rate, the idea of hanging a diagnosis on such an unreliable test is poor medicine, it's poor science, and we deserve a class of doctors that doesn't do that."" -Dr. David Petrino at Mount Sinai.  #PREACH #longcovid","-dr.,mount,diagnosis,petrino,-dr,doctors,hanging,david,class,deserve,poor,unreliable,science,negative,sinai,medicine",
14/11/2020,17:49,"RT @KatCapps: Many Americans will experience life long painful &amp; devastating symptoms from #LongCovid These people will not die, but will sâ€¦","people,devastating,experience,painful",
14/11/2020,17:49,"Many Americans will experience life long painful &amp; devastating symptoms from #LongCovid These people will not die, but will survive &amp; spend years (if not the rest of their lives) suffering  this virus.  Not enough attention is spent on those who donâ€™t die from #coronavirus . https://t.co/SLnKqvZlw5","spend,years,attention,people,devastating,experience,painful",https://t.co/SLnKqvZlw5
14/11/2020,17:48,"I cried listening to today's @TheCut podcast on #LongCovid.  ""A large proportion presenting with post-acute COVID syndrome do not have positive PCR or antibody tests.  They either have negative or unknown statuses in this realm.""  Chimere, we see you and we're with you.","listening,post-acute,antibody,covid,pcr,unknown,statuses,chimere,positive,proportion,large,podcast,realm",
14/11/2020,17:47,"50% off till 30th November using code Blackfriday50
Please retweet and share with others you know would benefit. That's Â£1.25 a week. Help with health. https://t.co/mqGF9qzBEe #LongCovid #fatigue #wellbeing #Awareness #healthy #blackfriday2020 https://t.co/y0WBWwoIvC","code,blackfriday50,retweet,using,PS1.25",https://t.co/mqGF9qzBEe
14/11/2020,17:47,"RT @JohannaSaunders: @karlstanley Johnson hates the job, hates not being adored, has told people he plans to resign, has an alcohol problemâ€¦","people,problem,...,plans,adored,alcohol",
14/11/2020,17:42,"I thought this was really amazing. @fi_lowenstein said something along the lines of everyone is under #LongCovid because they want everyone to be included until stuff is figured out. 
I wish the #MECFS community had started with this type of inclusion. We would have been stronger https://t.co/1IUjZJaDRi","really,lines,said,inclusion,amazing",https://t.co/1IUjZJaDRi
14/11/2020,17:39,"@amyismall May I also add @Dysautonomia who are helping with #LongCovid research they did a very informative virtual conference in Oct inc 1 on Covid. Also vids on vimeo https://t.co/GkpA4L5842
More UK LongCovid research @PeopleWithApp","conference,covid,helping,oct,research,longcovid,virtual",https://t.co/GkpA4L5842
14/11/2020,17:37,"Instead of planning for the surge weâ€™re in, huh? I really donâ€™t want to get this. Iâ€™ve had a post-viral syndrome before &amp; it wrecked my health. I sure donâ€™t want another. #COVID19  #LongCOVID https://t.co/X5QP62oG2L","n't,syndrome,surge,'re,sure,huh,'ve,post-viral",https://t.co/X5QP62oG2L
14/11/2020,17:35,"Australia reports 1,328 active cases &amp; 0 serious
They have only had 1,052 cases in past 2 months ðŸ‘€
Resolved = 14 days post-symptom onset if not hospitalized/deceased
So, what gives?  Are there any persistent symptoms or complications that we should know about?
#LongCovid https://t.co/OLufaFxeV0","months,hospitalized/deceased,active,complications,past,persistent,cases",
14/11/2020,17:07,Workwell Foundation can help you learn to manage your every so you can do more using less energy!  @RedefiningMECFS @4Workwell #MECFS #LongCovid #COVID19 @ChrisCuomo @drsanjaygupta @drnatalietv @DrAnthonyF https://t.co/F6fcxZj66r,,https://t.co/F6fcxZj66r
14/11/2020,17:06,"Disappointed NICE is opting for 'post-COVID-syndrome' rather than #longcovid. While this may be useful for coding, such terminology diminishes the seriousness of the experience for those suffering. People need recognition and this won't help. https://t.co/gpFn76EihQ","need,suffering,people,recognition,terminology",https://t.co/gpFn76EihQ
14/11/2020,17:04,"Bad CoVid is.  SHOW how bad it can get.  (Why no ads starring #LongCovid patients?)
SHOW typical bad ventilation (bars, living rooms, etc).
Stop telling us.
SHOW US GRAPHICALLY THE UNVARNISHED TRUTH.
Thank you...just the concerns of a citizen seeing a huge prob in comms.","starring,unvarnished,concerns,prob,patients,covid,huge,comms,rooms,ventilation,truth,living,ads,stop",
14/11/2020,16:44,RT @ZeroCovid_UK: Now we're hearing from Clare Rayner who is organising with people suffering from #LongCovid - when Covid symptoms last ovâ€¦,"clare,covid,...,rayner,hearing",
14/11/2020,16:28,"MaureenÂ Boland, a COVID-19 survivor, and teacher,Â speaks today at the session, ""Going Public: What happens when you tell your health story?"" at the Philadelphia Inquirer's Telling Your Health Story forum. Her story:Â  https://t.co/owmZ0RPxyP #covid19 #LongCovid","story,speaks,philadelphia,health,survivor,inquirer,covid-19,teacher",https://t.co/owmZ0RPxyP
14/11/2020,16:24,"RT @CiaraMacLaverty: Personally, I'd opt for blended learning and lower #covid risk, until possible vaccine in Spring. Cases rising in #schâ€¦","possible,blended,learning,vaccine,cases,spring",
14/11/2020,16:19,"The session, ""Going Public: What happens when you tell your health story?"" at the @PhillyInquirer Telling Your Health Story forum today explores direct experiences with COVID19. https://t.co/BJjbJbHBvc #COVID19 #nursetwitter #medtwitter #LongCovid https://t.co/hE4rR57dQd","story,forum,health,direct,experiences",https://t.co/BJjbJbHBvc
14/11/2020,16:12,RT @LongCovidSOS: Today #LongCovid sufferers are sending a #messageinabottle to Government. Watch it here: https://t.co/xMiLwz6Mie https://â€¦,"government,watch,sending",https://t.co/xMiLwz6Mie
14/11/2020,16:12,Do not make the mistake of thinking that being young or being fit will stop Covid-19 having a long term impact #LongCovid https://t.co/2e1WVTvQ3d,"long,impact,mistake,covid-19,thinking,stop",
14/11/2020,16:05,"One study from Italy found in patients who had recovered from #COVID19, 87.4% reported persistence of at least 1 symptom, particularly fatigue and dyspnea.
https://t.co/VtKsHebsVC
#patienteducation
#LongCovid","fatigue,persistence,reported",https://t.co/VtKsHebsVC
14/11/2020,16:04,"RT @dxrevisionwatch: Phil Parker now peddling The Lightning Process for #LongCovid.
NICE draft guideline ME/CFS (page 28):
""Do not offerâ€¦","process,guideline,nice,peddling,page,lightning,me/cfs,draft",
14/11/2020,15:58,RT @PutrinoLab: @medrxivpreprint of a detailed description of 84 #LongCovid patients. Note also the symptom comparison between PCR + and -â€¦,"patients,pcr,comparison,note,description",
14/11/2020,15:52,"#coronavirus #USA projected 450,000 deaths, many #longcovid. A race to get effective and safe #vaccine deployed and that will take time. For now #WearAMask https://t.co/K49460wubb","race,deployed,safe",https://t.co/K49460wubb
14/11/2020,15:49,Right lower chest pain on moderate exertion . I need to shake this off #longCovid,"moderate,exertion",
14/11/2020,15:47,Hey folks -- I'll be appearing shortly on a panel shortly to talk about what went into my decision to go public with my #LongCovid story and how I struggled to keep the piece from just being a boring confessional. Aspiring and practicing writers tune in! https://t.co/5kQG31GiTJ,"story,boring,practicing,writers,confessional,decision,aspiring,public,tune",https://t.co/5kQG31GiTJ
14/11/2020,15:36,RT @Sunshineside77: @DrEricDing This is sickening!! Being #LongCovid #Survivor I am appalled. How many people will have to die for people tâ€¦,people,
14/11/2020,15:32,"RT @dianaberrent: ðŸš¨ðŸš¨ðŸš¨
Contribute to Covid HISTORY.
If you had #COVID19 please complete this survey: https://t.co/b27U6wgUNB
We are alreadyâ€¦","history,covid",https://t.co/b27U6wgUNB
14/11/2020,15:31,@jkwan_md Thank you for including the caveat about #LongCovid,,
14/11/2020,15:27,"#COVIDãƒ¼19 daily new/resolved cases in #Ontario:
ðŸ”´New cases: 1581
ðŸŸ¢New resolvedâ€ : 1003
â€ Resolved = 14 days post-symptom onset if not hospitalized/deceased, does not account for any potential persistent symptoms or complications. #LongCovid
#COVID19 #COVID19ON #covid19Canada https://t.co/WHIfoGsz6O","persistent,resolved+,potential,cases",
14/11/2020,15:27,"RT @potaydur: #LongCovid is a thing, folks. Lots of folks have reported lingering issues - ranging from minor to severe - even if their symâ€¦","folks,lingering,lots",
14/11/2020,15:27,"RT @MEActNetUK: On Tues 10th Nov, NICE will
launch its draft guidelines on ME.
It could change the healthcare offered to everyone with MEâ€¦","nov,nice,guidelines,offered,draft",
14/11/2020,15:25,"RT @MrTopple: New from me for @TheCanaryUK:
The whitewashing of ME just continued. #LongCovid patients could be next. 
Here's my view onâ€¦","view,continued,...,patients",
14/11/2020,15:25,"RT @DrEricDing: 2) Encourage everyone to follow @Survivor_Corps, focused on all things #LongCovid issues. Led by @dianaberrent.",things,
14/11/2020,15:22,"@beachbrat2b Iâ€™m glad your child is ok &amp; does not appear to have #longcovid or other Covid19 complications. I know 2 ppl hospitalized for months w/Covid, who are still struggling with recovery, 1 who died &amp; several who have lost their parents to Covid19. I take 250,000 US deaths seriously.","months,struggling,covid19,child,hospitalized,complications,ppl,w/covid",
14/11/2020,15:21,"2/2
â€œSocietyâ€™s inability to explain or treat long #COVID now is the predictable result of our past neglect of post-viral illnesses.We should all be hoping #longCOVID leads to increased attention &amp; research funding for these life-ruining diseasesâ€”because they can happen to anyoneâ€","result,illnesses.we,attention,happen,treat,explain,society,inability,hoping,increased,life-ruining,leads,funding,diseases,research,predictable,post-viral",
14/11/2020,15:20,"RT @LaneFoxResearch: Provision of holistic care after severe COVID-19 pneumonia: anticipating clinical need and managing resources
Spotligâ€¦","pneumonia,managing,need,holistic,resources,covid-19,care,clinical",
14/11/2020,15:19,RT @TalyaVarga: Spanish flu recommendations. History repeats itself. #LongCovid https://t.co/oZ7gCEgVSu,"recommendations,repeats,history,flu",
14/11/2020,15:16,"4/...of #LongCovid #longhaulers of all ages who survive #COVID, but are left with serious residual long-term health issues that can be debilitating and change their lives. Make no mistake: as these numbers increase, so does the impact on the health of.../--&gt;","numbers,health,...,ages,long-term",
14/11/2020,15:15,"RT @louise_sigfrid: Invite to open-access, multi-stakeholder platform meeting to identify research gaps; inform research priorities &amp; facilâ€¦","inform,research,identify,...,platform,meeting,facil,open-access,priorities,gaps,multi-stakeholder",
14/11/2020,15:13,"@caz7984 @BritainFree Yeah, and what is the average age of #longcovid patients including #LongCovidKids?","average,age,patients",
14/11/2020,15:09,"RT @AimImmuno: $AIM today provided a business update for the third quarter ended September 30, 2020. #biotech #pharmaceutical #stocknews #Câ€¦","quarter,provided,business,update",
14/11/2020,15:08,@_StuartJones @keithgrimes And we all become Supes yayyy! I sort of wondered whether this #longcovid was gonna give me superpowers anyway...still waiting for the tingling and paresthesia to manifest into telekinesis or electrokinesisâš¡ðŸ™„,"tingling,telekinesis,superpowers,sort,...,waiting,yayyy,electrokinesis",
14/11/2020,14:56,"Hi all, week 35.
This week I had Cardiac-perfusion scan, awaiting results. 
New: regular burning/watering eyes, sore scalp. 
Some days with almost no fatigue, but also not good days with cognitive &amp; speech issues, then resolved. Am kinda ok.
#LongCovid #apresj200 #COVIDsymptoms https://t.co/QfOZfRvi1t","sore,cognitive,speech,eyes,cardiac-perfusion,regular,fatigue,burning/watering,scan",
14/11/2020,14:52,RT @mpcsmith: @AsylumMagUK @koreanforeigner @PSYfem I would certainly think so.  People with bespoke needs need bespoke support.  And thisâ€¦,"need,needs,support,people,bespoke",
14/11/2020,14:50,"@AsylumMagUK @koreanforeigner @PSYfem I would certainly think so.  People with bespoke needs need bespoke support.  And this kind of support changes over time. Think of the kind of support people suffering with #LongCovid will need, for instance.","need,kind,needs,support,people,changes,bespoke",
14/11/2020,14:47,"WHEN YOUR KIDNEYS SAY ""NO""
:D
From my latest YouTube Covid 19 update - link in my bio!
#longcovid #chronicillness #pwme #covid19 https://t.co/cdVfCmI0Dw","youtube,bio,covid,link,update",
14/11/2020,14:39,Just had the most amazing turmeric drink mix from @Steenbergs  https://t.co/JlM0bCTrdI this and @OmbarChocolate can make  #LongCovid a little more bearable,"mix,turmeric,drink",https://t.co/JlM0bCTrdI
14/11/2020,14:39,And anyone know of any long covid clinics assessing kids? #LongCovidKidsStudy #LongCovid https://t.co/d4zc2l0WH9,"kids,assessing,long,covid,clinics",https://t.co/d4zc2l0WH9
14/11/2020,14:39,@neilschori Yes. Plus I have 2 friends that I know of with #LongCovid,,
14/11/2020,14:39,FOI request to NHS trusts: how many staff still off with #LongCovid as a proxy measure for numbers/possible economic cost?,"cost,proxy,measure,nhs,staff,economic,request",
14/11/2020,14:38,RT @JustMoveTherapy: I canâ€™t imagine what a slap in the face statements like â€œBut the death rates are going downâ€ or â€œsurvival rates are hiâ€¦,"survival,death,rates,statements,face",
14/11/2020,14:36,"My op-ed on #MECFS and #LongCovid got published! Thank you to the fantastic patient advocate Evelien Van Den Brink, whose own op-ed on this subject served as my inspiration and guide. https://t.co/DkZT7lGgL7","op-ed,patient,advocate,evelien,inspiration,van,fantastic,served,brink,den",https://t.co/DkZT7lGgL7
14/11/2020,14:28,Management of the long term effects of COVID-19 - The @RCGP has produced a summary and included some top tips to aid the care of patients whilst waiting for the national guidance to be produced: https://t.co/FAnOudAo6T #Covid19 #pslhub #longcovid #patientsafety,"whilst,long,patients,guidance,produced,tips,national,waiting,care,effects",https://t.co/FAnOudAo6T
14/11/2020,14:26,"RT @OT_Expert: â­ Reflections &amp; Occupational Therapy Interventions in Patients with Covid19 â­
If you have any info or experience o. This, sâ€¦","patients,occupational,experience,info,interventions,therapy",
14/11/2020,14:25,"RT @jenbrea: So glad @AsmaeFahmy talked about mast cells in this piece. Hopefully #longCOVID will destigmatize the sensitivities to mold, fâ€¦","mast,cells,sensitivities",
14/11/2020,14:23,"@CBCNews @sophiaharrisCBC #LongCovid, the virus may not kill you, but... https://t.co/2NYd63Bav0",kill,https://t.co/2NYd63Bav0
14/11/2020,14:14,"ðŸ™ƒ me talkin' bout medical gaslighting ðŸ™ƒðŸ˜…
youtube covid update uploading nooowwwww
ðŸ“½ï¸ðŸŽ™ï¸ðŸ“º
#longcovid #neisvoid #spoonies #pwme https://t.co/CayXm6NxS5","youtube,nooowwwww,covid,gaslighting,uploading",
14/11/2020,14:12,"RT @EricTopol: May be highly relevant to #LongCovid mechanism in some people:
""Analysis of GI biopsies from asymptomatic individuals 3 montâ€¦","relevant,people,analysis,mechanism,individuals,asymptomatic,biopsies",
14/11/2020,14:11,Been monitoring my HR &amp; noticed that it spikes between 150-160 at least once sometimes twice while asleep. Iâ€™ve researched &amp; may be sleep apnea? Which may contribute to fatigue during the day? Havenâ€™t spoken to GP about it yet. Do any #LongCovid folk have similar/experience?,"n't,monitoring,asleep,sleep,150-160,contribute,apnea,'ve,fatigue",
14/11/2020,14:09,"An excellent thread by Trevor Bedford on where we are headed, depending on our actions (or inaction). 
Really worth the read. 
Either we take action or accept ~450K deaths &amp; many more cases of #LongCovid 
#COVID19 #coronavirus #COVID #Alabama #Huntsville
https://t.co/WCmi6tA42v","read,thread,action,bedford,trevor,~450k,deaths",https://t.co/WCmi6tA42v
14/11/2020,14:06,"RT @TomKindlon: Preprint
""Post-acute #COVID19 syndrome negatively impacts health &amp; wellbeing...""
""Most prevalent persistent symptoms wereâ€¦","persistent,prevalent,syndrome,post-acute",
14/11/2020,14:05,"RT @long_recovery: Making this film wasn't a choice, it was parental instinct. 
As Grandma used to say ""better out than in"".
Thanks to allâ€¦","choice,thanks,grandma,instinct,parental",
14/11/2020,14:03,RT @Occ4LifeLtd: I'm planning a series of these - already have lots of ideas from one of the #longcovid groups but anyone have anything theâ€¦,"series,planning,...,ideas,groups,lots",
14/11/2020,14:03,"RT @CornellMECFS: At the recent @Cornell COVID-19 Summit, @DrMaureenHanson presented a ""flash"" talk to introduce Cornell COVID-19 researcheâ€¦","flash,researche,introduce,...,cornell,summit,talk,covid-19",
14/11/2020,14:02,i encourage anyone who feels this way to read about #LongCovid #longhaulers https://t.co/CpJ5ajIAxC,,https://t.co/CpJ5ajIAxC
14/11/2020,14:01,RT @Mary_AnnBowen: Pre-print from mount siani clinic  NYC. #LongCovid not related to severity of initial infection,"mount,infection,siani,initial,clinic,related,nyc,severity",
14/11/2020,14:01,"Good, because those symptoms are not benign, and the illness course of many of them shows that the severity is even more longstanding than I had thought myself #LongCovid 
I think I've said beforeðŸ™ https://t.co/WrRFaBuI5j","illness,course,said",https://t.co/WrRFaBuI5j
14/11/2020,13:59,Having a real #painful time trying to recover from #COVID19 ... Circulatory issues and #CovidToes. #LongCovid is NOT being addressed - long term systemic ailments will become the norm for decades ðŸ˜· if we're lucky .. With or without #CovidVaccine https://t.co/akz257YO1h,"recover,long,systemic,ailments,real,circulatory",
14/11/2020,13:56,"RT @drppalazzolo: @Em_Lickspittle @dgurdasani1 @germanacanzi @Parents_Utd @HoppySaul Agree,main point is=we don't know enough ab.#CV19 &amp; hoâ€¦","is=we,ab.,cv19,point",
14/11/2020,13:51,RT @PreetiNMalani: Honest and poignant piece on #LongCovid by @JeffEMdoc. Pearls for the rest of us--mild disease can have dramatic effectsâ€¦,"piece,pearls,mild,poignant,...,disease,dramatic,effects",
14/11/2020,13:51,"#Blog
#GET vs 'Increased Activity'
https://t.co/80YvSraIYC
#pwme #mecfs #LongCovid",,https://t.co/80YvSraIYC
14/11/2020,13:50,"RT @james__glen: ""Doctor who caught mild coronavirus gets so dizzy he cannot write a letter due to Long Covid"" by @alexthompo for @YahooStyâ€¦","letter,dizzy,write",
14/11/2020,13:46,"RT @TalyaVarga: ""If you're prone to an immune or allergic response or have previously experienced asthma, hayfever, eczema or rheumatoid arâ€¦","allergic,eczema,response,experienced,immune,previously,asthma,...,hayfever,rheumatoid",
14/11/2020,13:39,@mikepanayi Also a lot have Fatigue in different ways. They can have PENE instead of PEM with much more neurological symptoms and exhaustion. The symptoms vary in many different ways and can change over time #MECFS #LongCovid,"different,ways,neurological",
14/11/2020,13:32,RT @SoniaAdrissi: @LvCarman @UKSepsisTrust @oliverbj81 Definitely &amp; as one who appears to have now experienced #PostSepsisSyndrome AND appaâ€¦,experienced,
14/11/2020,13:30,"My tinnitus is off the scale today. It seems to coincide with the feeling of pressure, popping &amp; cracking, and feeling drunk. It sounds like Iâ€™m in an awful concert that I canâ€™t escape! ðŸ™ˆ anyone elseâ€™s tinnitus do this with #longcovid? Some good days/some bad?","escape,tinnitus,drunk,days/some,pressure,cracking,concert,scale,awful",
14/11/2020,13:30,"RT @adamhamdy: Dr Fauci talking to the American Medical Association about #LongCovid 
He says between 25% to 35% of people or more have liâ€¦","medical,association",
14/11/2020,13:26,"Calling everyone with #LongCovid &amp; scientists, Long Covid Forum, 9/10 Dec. International research summit. Itâ€™s been co-created with @long_covid Presentations by leading scientists and patients, aimed at a public audience and free to watch. Researching Long Covid Together https://t.co/E1PJ8C5JyD","scientists,forum,leading,covid,international,public,watch,summit,research,audience,free",https://t.co/E1PJ8C5JyD
14/11/2020,13:26,I'm planning a series of these - already have lots of ideas from one of the #longcovid groups but anyone have anything they'd like to see tips on doing in a more energy effective way? We have lots of chores but would be good to have some fun stuff and hobbies too! https://t.co/6PK3Os0GDN,"series,fun,effective,planning,tips,ideas,groups,lots",https://t.co/6PK3Os0GDN
14/11/2020,13:20,RT @BBCLucyAdams: Iâ€™ve written this lying in bed to raise awareness of #LongCovid and try to explain where Iâ€™ve been for the past seven monâ€¦,"explain,awareness,raise,bed,lying",
14/11/2020,13:20,This is real. #Covid_19 is still with us every day. #LongCovid doesn't discriminate either. https://t.co/IDJ6XHh05l,discriminate,https://t.co/IDJ6XHh05l
14/11/2020,13:19,"RT @ISARIC1: Help us discover | Join our #public forum 9 &amp; 10 December 2020 @GloPID_R @ISARIC1 #LONGCOVID conference.
Register: https://t.â€¦","conference,register",
14/11/2020,13:17,@Know_HG @Kelmari4 People living with #LongCovid are a free resource. ðŸ’ðŸ»â€â™€ï¸,"resource,free",
14/11/2020,13:16,"RT @fi_lowenstein: I joined @davidtuller1 @mhornig and @profvrr on ""This Week in Virology,"" to discuss the relationship between long COVIDâ€¦",virology,
14/11/2020,13:12,"@Em_Lickspittle @dgurdasani1 @germanacanzi @Parents_Utd @HoppySaul Agree,main point is=we don't know enough ab.#CV19 &amp; how it affects children yet,or anybody,&amp; we must apply precautionary principle!Also clear evidence:1)#LongCovid in children;2) children2adults transmission;3)#CV19=multi-organ damage (not just respiratory) on extended time","children2adults,cv19=multi-organ,damage,principle,transmission,is=we,anybody,children,extended,clear,evidence:1,longcovid,precautionary,point",
14/11/2020,13:11,"Just received a letter for a respiratory assessment. 
My GP referred me in May when my #LongCovid SOB &amp; breathlessness were horrendous. Barely have any breathlessness now &amp; lung function is almost back to normal.
Oh and the appointment isnâ€™t until January!! https://t.co/wRBs3wDzU4","n't,assessment,lung,respiratory,breathlessness,function,letter,appointment,received",
